n_policy,lat,lon,insured_sum,zone
10146,40.411285466930394,-3.7037005094114988,91719,madrid
10147,40.43564944901914,-3.6770255339567206,55048,madrid
10148,40.42798584910271,-3.692074172453874,56056,madrid
10149,40.40062779900796,-3.685488606591863,39293,madrid
10150,40.40359871398447,-3.6973573250024234,26515,madrid
10151,40.44836381650001,-3.688584548123932,41506,madrid
10152,40.428405023096,-3.705495157415629,2169985,madrid
10153,40.41016466173305,-3.7195325711016745,1022265,madrid
10154,40.412616287228516,-3.6911622032506455,27835,madrid
10155,40.43719129270376,-3.704427789293377,87525,madrid
10156,40.40977147405547,-3.6941366200749437,50249,madrid
10157,40.429067946363666,-3.6741797073473053,8176,madrid
10158,40.44850099945442,-3.6986762605749304,23123,madrid
10159,40.44234144007451,-3.707630198169881,45118,madrid
10160,40.411992387957376,-3.7014353119360472,70720,madrid
10161,40.42468848571344,-3.673406944168173,55639,madrid
10162,40.43099778591907,-3.6731565809345454,72307,madrid
10163,40.44144904497751,-3.6777835025717143,7913,madrid
10164,40.4078395697323,-3.673989674284717,92051,madrid
10165,40.400928810108866,-3.708604985502434,57005,madrid
10166,40.40350110718596,-3.7156258895223204,13091,madrid
10167,40.42431725554685,-3.708634513185766,69671,madrid
10168,40.43031647308267,-3.7042811691942976,20591,madrid
10169,40.428442571854326,-3.7112617061821846,65848,madrid
10170,40.41586812046611,-3.689645291901377,18769,madrid
10171,40.449430807720624,-3.6993206792499422,1382896,madrid
10172,40.42898726096229,-3.6791824244086393,8375,madrid
10173,40.41900705863118,-3.7107434800865486,12921,madrid
10174,40.427547410955896,-3.6849061735121844,57735,madrid
10175,40.43726672154533,-3.707982218757543,12554,madrid
10176,40.43346164467266,-3.6912890455579572,73656,madrid
10177,40.41324597788314,-3.7025506201389606,17682,madrid
10178,40.40331674172142,-3.7171517800258584,50700,madrid
10179,40.41850420989571,-3.7085593164519812,67070,madrid
10180,40.43148587535108,-3.6867948722322605,5115,madrid
10181,40.41050870049574,-3.6951374953319736,43079,madrid
10182,40.437637777686945,-3.694049200796316,1460051,madrid
10183,40.403326824067705,-3.711263992494554,36885,madrid
10184,40.41301575492893,-3.6914642074226873,29681,madrid
10185,40.44023772818717,-3.6701623287395893,17804,madrid
10186,40.409671714131164,-3.6791582445604187,708216,madrid
10187,40.431973044044,-3.690281368808451,53200,madrid
10188,40.42623351545619,-3.6712005465834547,78139,madrid
10189,40.44624039851997,-3.674921870766534,49986,madrid
10190,40.41316483852435,-3.6902196033198678,7502,madrid
10191,40.4032980545342,-3.718378683734277,4256,madrid
10192,40.43675329816443,-3.715321145209126,28016,madrid
10193,40.43860890147717,-3.7167314142478887,29028,madrid
10194,40.445390792625176,-3.6974133425654263,1718,madrid
10195,40.44659860345985,-3.701228258341607,53273,madrid
10196,40.40069757864878,-3.6712324982864857,69659,madrid
10197,40.41171810430607,-3.7116008353400196,15451,madrid
10198,40.43083891785008,-3.6713606204033673,9091,madrid
10199,40.44745081603438,-3.681626256556849,85163,madrid
10200,40.44750880596236,-3.678788108018775,24631,madrid
10201,40.42783265940976,-3.6883692091611002,87914,madrid
10202,40.445780317488314,-3.6865633614896636,16638,madrid
10203,40.43207831044732,-3.6961558833239403,21741,madrid
10204,40.41950038570706,-3.7193431821538465,73837,madrid
10205,40.42429953335485,-3.702349695722909,81229,madrid
10206,40.430215524146,-3.6953964099253223,88389,madrid
10207,40.42747739607543,-3.683495439445495,72820,madrid
10208,40.44630907133533,-3.6965685828626946,64708,madrid
10209,40.44593667178168,-3.6971297541955286,34158,madrid
10210,40.41974378064618,-3.71311686295272,41561,madrid
10211,40.44816312642204,-3.7194555633098263,44052,madrid
10212,40.40869778333402,-3.6820860869761503,7661,madrid
10213,40.406316475971984,-3.7040023580961163,51064,madrid
10214,40.40675395790234,-3.6707808274903244,4781,madrid
10215,40.42528310828384,-3.7089882886920424,58140,madrid
10216,40.401076240263706,-3.7030645987259163,91942,madrid
10217,40.44739851056089,-3.6938051932166935,2363,madrid
10218,40.44135577355854,-3.6822554271469734,48717,madrid
10219,40.4007509490371,-3.6968071108049854,22629,madrid
10220,40.40880981277875,-3.713758872844416,24076,madrid
10221,40.41660317871834,-3.7043749310753977,51831,madrid
10222,40.406549842240544,-3.6947740415149504,62714,madrid
10223,40.44047453460633,-3.6863075495991566,32325,madrid
10224,40.41723683263417,-3.6814925021843954,90358,madrid
10225,40.44700537411667,-3.7134832109522824,21544,madrid
10226,40.42910070899735,-3.718854243433881,31661,madrid
10227,40.443941599220594,-3.694045883889401,89151,madrid
10228,40.44223672226961,-3.679500564466879,33545,madrid
10229,40.44526961593544,-3.7193698116485066,47663,madrid
10230,40.42299401329084,-3.686376507767313,33864,madrid
10231,40.42731734080102,-3.6856595886671504,79321,madrid
10232,40.43993017955761,-3.697537662320668,94266,madrid
10233,40.41428594258671,-3.674260565662903,48183,madrid
10234,40.424512676130995,-3.6877819457621506,31701,madrid
10235,40.4299555153823,-3.7197380081174267,32644,madrid
10236,40.40077666377754,-3.695778577724281,88444,madrid
10237,40.42967407040983,-3.67703410969512,34626,madrid
10238,40.42168381744948,-3.678480021498133,59576,madrid
10239,40.44036802644425,-3.687542290144376,40334,madrid
10240,40.41576224015477,-3.6863150788050683,1959634,madrid
10241,40.44464443542626,-3.69107502101054,3301,madrid
10242,40.42889286076423,-3.7062940112416576,63342,madrid
10243,40.40920051008137,-3.691973500473197,15009,madrid
10244,40.439396461691274,-3.686413510759129,66429,madrid
10245,40.430601558852246,-3.7023785184891795,69949,madrid
10246,40.402695463603685,-3.6772085816373035,502351,madrid
10247,40.421009684000055,-3.710248125699565,54924,madrid
10248,40.43395344182827,-3.682633959483404,93223,madrid
10249,40.445930088898876,-3.705519862690656,69712,madrid
10250,40.400020101244564,-3.681310035637791,87739,madrid
10251,40.44883795745156,-3.6986131335331964,45548,madrid
10252,40.41882901573729,-3.6796150795443894,70430,madrid
10253,40.44868917691792,-3.7023232568666007,2001196,madrid
10254,40.4302358050487,-3.709315338118521,72586,madrid
10255,40.44144229039904,-3.6816357745789117,1668912,madrid
10256,40.42873557523541,-3.7045679026184675,80820,madrid
10257,40.431403809915366,-3.6833377466136787,84451,madrid
10258,40.41427881408478,-3.6827763423461133,58087,madrid
10259,40.42934166703281,-3.70893016495459,32695,madrid
10260,40.43750108818514,-3.709294393158968,1886026,madrid
10261,40.442915691821455,-3.7100526038286468,1190,madrid
10262,40.43775410942339,-3.712874083111708,30781,madrid
10263,40.43490286242237,-3.7011458700396336,60137,madrid
10264,40.44322397150273,-3.7186686057654192,42907,madrid
10265,40.41613404984184,-3.714453981548288,90756,madrid
10266,40.43353943953938,-3.6862717988118296,54015,madrid
10267,40.42254369682067,-3.6800111731551306,6796,madrid
10268,40.419105137601576,-3.715973523643581,51165,madrid
10269,40.42054056749611,-3.7084148844757103,1092,madrid
10270,40.42007397917348,-3.7096187169098096,15579,madrid
10271,40.415869197297916,-3.6741333218459182,8078,madrid
10272,40.431095968396015,-3.6844342740931757,53810,madrid
10273,40.42151236354106,-3.6923057694474295,93442,madrid
10274,40.44869010389637,-3.704774100603969,12710,madrid
10275,40.43389004457172,-3.6782572976184102,18441,madrid
10276,40.40992849442136,-3.698234702118524,56170,madrid
10277,40.421335050467405,-3.673827189244061,68515,madrid
10278,40.41716731198872,-3.6846974097832033,95265,madrid
10279,40.43988194019793,-3.696098434601736,90824,madrid
10280,40.443999914428176,-3.7136894948125323,6247,madrid
10281,40.44519209779132,-3.6711978224766124,4541,madrid
10282,40.433135990618766,-3.7120083174827956,36788,madrid
10283,40.413510413101484,-3.709869893739017,92006,madrid
10284,40.41261833507523,-3.6984409122419817,52731,madrid
10285,40.44274489713487,-3.699789904711243,92829,madrid
10286,40.42638573231544,-3.7126624259617853,79714,madrid
10287,40.44010805420023,-3.6835340540319437,61424,madrid
10288,40.42862442585958,-3.710562746656141,49041,madrid
10289,40.43665712626438,-3.6878052177844167,90371,madrid
10290,40.4259505813732,-3.682284702471185,69412,madrid
10291,40.4385441955251,-3.709463380395834,48248,madrid
10292,40.428442899535234,-3.6899522875946182,77036,madrid
10293,40.4232854939296,-3.682553581237708,24884,madrid
10294,40.417134445397664,-3.688089064468983,27486,madrid
10295,40.403410467420834,-3.6901436348526677,956256,madrid
10296,40.4188962089664,-3.7052258857172253,32742,madrid
10297,40.40398130388491,-3.6834196764379246,1144064,madrid
10298,40.44914085568652,-3.6727345780000022,98121,madrid
10299,40.409080642566536,-3.6987219304869225,56377,madrid
10300,40.44059293488603,-3.6808909091584296,39089,madrid
10301,40.443748082247794,-3.7171929480169044,42856,madrid
10302,40.434420662619296,-3.6782364198755015,2460169,madrid
10303,40.42847472063727,-3.7103874991588928,1682759,madrid
10304,40.40804857184078,-3.7002451565555012,45643,madrid
10305,40.42334400113817,-3.704995947703732,87261,madrid
10306,40.41725860255776,-3.7159948178096975,93846,madrid
10307,40.4112519978907,-3.674768449853188,24502,madrid
10308,40.42962559343829,-3.7014922911223134,3255,madrid
10309,40.4156134918851,-3.693465128076193,14110,madrid
10310,40.44581527767342,-3.695294186705184,42777,madrid
10311,40.44548177624758,-3.7133919429028532,581234,madrid
10312,40.41285591468911,-3.7096772970555283,1332732,madrid
10313,40.405544565037204,-3.716190559548384,97354,madrid
10314,40.40964813660096,-3.6946039150027357,64583,madrid
10315,40.42497920853395,-3.706922522408351,42373,madrid
10316,40.43642928339873,-3.7021469195558607,17546,madrid
10317,40.41040972192044,-3.714596733565138,1929986,madrid
10318,40.41240167791886,-3.6806224080173746,99934,madrid
10319,40.44258359374682,-3.71467080616056,49827,madrid
10320,40.42079243591338,-3.6707145588143404,28491,madrid
10321,40.430834253357766,-3.711141941778079,60661,madrid
10322,40.41168330696196,-3.6913797443782674,47970,madrid
10323,40.40509836297129,-3.717757733270546,36724,madrid
10324,40.425792850848424,-3.6806441855172083,11031,madrid
10325,40.42385704935249,-3.7105197026090853,1894657,madrid
10326,40.40763358220466,-3.693604801079594,1767784,madrid
10327,40.43109031158702,-3.6829961228420465,29858,madrid
10328,40.4272005059407,-3.712503425754137,79252,madrid
10329,40.432706867348536,-3.6924456412906514,22244,madrid
10330,40.407227277006236,-3.7091691395835613,73130,madrid
10331,40.43757639085676,-3.6820401975341426,50567,madrid
10332,40.411102456989994,-3.6838542403221894,4619,madrid
10333,40.4259675912183,-3.711172548286146,44314,madrid
10334,39.47968701850978,-0.38008699487137954,1137548,valencia
10335,39.477073831949674,-0.3929282147959881,1269000,valencia
10336,39.47959395342679,-0.37782637313233725,96816,valencia
10337,39.48544955861468,-0.3783238510430555,45566,valencia
10338,39.488548898683064,-0.39902306284142797,32019,valencia
10339,39.45445250981489,-0.3640504187911575,85434,valencia
10340,39.495674774520666,-0.3671281013119263,34867,valencia
10341,39.47248125025289,-0.370670775725398,81232,valencia
10342,39.48483105579056,-0.35965286535487107,45295,valencia
10343,39.469381952458335,-0.3589591175359579,54922,valencia
10344,39.45255285743774,-0.38929265488399556,34201,valencia
10345,39.483182062880964,-0.3964871163248353,44595,valencia
10346,39.468283028207445,-0.3815612079119607,36541,valencia
10347,39.477638998006576,-0.35593526537757386,71703,valencia
10348,39.46332949202787,-0.3612239384129054,12071,valencia
10349,39.4601938040336,-0.3872315348796965,33031,valencia
10350,39.46481024769063,-0.3633274013534493,52930,valencia
10351,39.4920933816296,-0.37166682640513027,73084,valencia
10352,39.4962007595837,-0.3861752685952565,581234,valencia
10353,39.49892917938001,-0.36396763382291797,704704,valencia
10354,39.47071654736831,-0.3858226668170766,52879,valencia
10355,39.48865932847151,-0.3829215173340378,22418,valencia
10356,39.45840265602953,-0.38987877782575003,96083,valencia
10357,39.48721279455782,-0.37210694955918383,61966,valencia
10358,39.47121031592331,-0.3775828179755531,9170,valencia
10359,39.49220460445844,-0.36838445400830183,16905,valencia
10360,39.45985101295299,-0.39947439063527557,21026,valencia
10361,39.49094577706961,-0.3797132866740536,87908,valencia
10362,39.45361626615568,-0.3981224288844406,17639,valencia
10363,39.492305385587606,-0.3847473486017825,57643,valencia
10364,39.47118244682191,-0.39568667806904384,735011,valencia
10365,39.457037067770855,-0.37272302599863005,41390,valencia
10366,39.46529585754484,-0.35397767196992275,94395,valencia
10367,39.48546809667419,-0.3572822657329032,56417,valencia
10368,39.47231424837269,-0.3754371836343654,17415,valencia
10369,39.46166321794113,-0.38279074667001356,20694,valencia
10370,39.46193827475582,-0.399889548002658,13420,valencia
10371,39.48465866265015,-0.36776948259458464,2460169,valencia
10372,39.482388473894716,-0.3838986164065109,20775,valencia
10373,39.453196254804006,-0.380449901887878,1706837,valencia
10374,39.49062588497112,-0.36889073768771186,15119,valencia
10375,39.45700920915837,-0.3907747867715405,31719,valencia
10376,39.46202821222058,-0.37194341514179236,61334,valencia
10377,39.450695191259236,-0.37751305278454045,40560,valencia
10378,39.47531274176697,-0.38117266324983456,95642,valencia
10379,39.49254660244144,-0.35811130932247737,66005,valencia
10380,39.49648685420696,-0.36344523090904524,31441,valencia
10381,39.47316548872216,-0.3920930252091252,79216,valencia
10382,39.455137463774356,-0.35441859578733925,28383,valencia
10383,39.47371525578774,-0.39990380287668825,92537,valencia
10384,39.464522913553154,-0.3878408761763636,32226,valencia
10385,39.465469864026915,-0.39314646532215825,76637,valencia
10386,39.4621479545052,-0.38293134543117074,37425,valencia
10387,39.49768457744566,-0.39260054239702014,27297,valencia
10388,39.46987051646372,-0.38594132687506527,23377,valencia
10389,39.45017867167326,-0.3799772896970619,34134,valencia
10390,39.47476310812294,-0.3763307021725834,1886026,valencia
10391,39.485009887357386,-0.38650755905854106,54722,valencia
10392,39.49076351581174,-0.3966010919486545,19878,valencia
10393,39.487669341467104,-0.3729720518373137,36923,valencia
10394,39.485108113297485,-0.36833076821578586,66632,valencia
10395,39.459904781407474,-0.3672026366628913,46856,valencia
10396,39.46750526887131,-0.39856606238082953,88538,valencia
10397,39.47297360313456,-0.3947068674542249,24432,valencia
10398,39.45684811742434,-0.3665868247670864,23092,valencia
10399,39.4713688734709,-0.3948714979994378,8306,valencia
10400,39.455074407827304,-0.3966704669358569,44816,valencia
10401,39.454362780760306,-0.37741566519232106,502351,valencia
10402,39.4918092863849,-0.38176292628647907,1154714,valencia
10403,39.4584473779209,-0.3663328541918306,35441,valencia
10404,39.47364342060451,-0.3979844329758823,89822,valencia
10405,39.481245619908044,-0.3887344109806815,15309,valencia
10406,39.49694844419852,-0.3857407339754793,30510,valencia
10407,39.46531616127512,-0.3837365943849692,57406,valencia
10408,39.459056072415784,-0.3996033031331972,1668912,valencia
10409,39.49377106716131,-0.37245585686574684,1382896,valencia
10410,39.46517928988745,-0.3993499021120564,12320,valencia
10411,39.463882653629376,-0.3849718280728285,4538,valencia
10412,39.457506394818,-0.3545086951976617,41321,valencia
10413,39.472234091112114,-0.3920902379930938,38188,valencia
10414,39.46157373629482,-0.36808190312132166,88720,valencia
10415,39.46794307983725,-0.3771730043267795,11321,valencia
10416,39.466682328838765,-0.35375319705544594,88494,valencia
10417,39.481244378489144,-0.3779652687847859,49121,valencia
10418,39.47228510985434,-0.38986747470981425,82021,valencia
10419,39.483897172173954,-0.35021714813475835,67021,valencia
10420,39.46504284345054,-0.36380282715500817,83529,valencia
10421,39.466119089803335,-0.3935164925985342,1959634,valencia
10422,39.49991397650859,-0.3735896733658437,72130,valencia
10423,39.46191369539096,-0.3846872893506936,3903,valencia
10424,39.488143073939675,-0.3559044593402058,93459,valencia
10425,39.48497933415267,-0.3919522765193871,68301,valencia
10426,39.482392032557655,-0.36780531996220067,46002,valencia
10427,39.45607807996259,-0.3521209158923382,27842,valencia
10428,39.450278615863326,-0.3545585613597125,16843,valencia
10429,39.487277662916576,-0.35497542123506426,24515,valencia
10430,39.45415142494462,-0.3668205569190834,74440,valencia
10431,39.46213595601718,-0.3848476885952975,82719,valencia
10432,39.49946138158811,-0.39625484054860577,49848,valencia
10433,39.4983057087693,-0.3914071829024777,872356,valencia
10434,39.49606623749091,-0.35532032535357133,42674,valencia
10435,39.47916322397173,-0.36460453063562315,23437,valencia
10436,39.47281160183525,-0.3947820554385613,12323,valencia
10437,39.47311688010059,-0.3513983261136778,48889,valencia
10438,39.466986957412495,-0.3745053766604031,63110,valencia
10439,39.498367665108255,-0.3914097502486556,42421,valencia
10440,39.490798977428625,-0.3760197882886094,16386,valencia
10441,39.49959626187055,-0.3800408891346235,1023474,valencia
10442,39.46504408566915,-0.38930600202727805,54227,valencia
10443,39.478992536267825,-0.36835315092782106,70439,valencia
10444,39.484103393057794,-0.3736953066419264,11991,valencia
10445,39.46918145772716,-0.38629412558978277,96380,valencia
10446,39.4792089000062,-0.35986138707925464,90075,valencia
10447,39.45982586091529,-0.3730595475776853,58531,valencia
10448,39.465693410205134,-0.3830282228536312,73369,valencia
10449,39.45674734160412,-0.3921093356665984,44876,valencia
10450,39.4821389354636,-0.37502712835766716,48866,valencia
10451,39.46670714899056,-0.3923018304802736,52967,valencia
10452,39.47124181178347,-0.35422124346634487,44547,valencia
10453,39.46902831394779,-0.37525393945476526,55846,valencia
10454,39.4526374915532,-0.3543634594862903,19856,valencia
10455,39.49479269253932,-0.384006203101111,34210,valencia
10456,39.486373733673,-0.3769872506692162,61661,valencia
10457,39.466201659776885,-0.3739317233490733,5700,valencia
10458,39.494934965971424,-0.3550828017645092,12044,valencia
10459,39.48378116109565,-0.39365257718360114,49191,valencia
10460,39.49958355636246,-0.38006877420575386,8243,valencia
10461,39.473160648091934,-0.3957814941048012,15958,valencia
10462,39.45548039372236,-0.35428314186603477,71194,valencia
10463,39.456079925501676,-0.35917220642676617,84145,valencia
10464,39.48732358035618,-0.37997185556328994,56943,valencia
10465,39.478937385223524,-0.36655801323173126,49561,valencia
10466,39.46084047447205,-0.37284806295698836,15073,valencia
10467,39.477379794924865,-0.3694107832550087,59194,valencia
10468,39.47649019393611,-0.3573908311854269,60265,valencia
10469,39.49288881667854,-0.3506760689604707,45239,valencia
10470,39.45265381221564,-0.3959555105773731,60118,valencia
10471,39.45565256767948,-0.3716055020694091,42184,valencia
10472,39.472130054795656,-0.35483725142476114,83216,valencia
10473,39.45697085466281,-0.38017397693006416,48468,valencia
10474,39.499437122193854,-0.3872686744884704,91043,valencia
10475,39.45991262873763,-0.39344091516859464,48945,valencia
10476,39.480981649472696,-0.368738976403119,69075,valencia
10477,39.472182849200294,-0.38944896452670597,1022265,valencia
10478,39.48908371785513,-0.3810831661599572,69062,valencia
10479,39.45263147842509,-0.37993756101337356,24150,valencia
10480,39.46621975320084,-0.3687776334818251,91719,valencia
10481,39.47348863080376,-0.3522367437193432,55048,valencia
10482,39.45568169623478,-0.35057138191048515,56056,valencia
10483,39.482058865471515,-0.3850532941518768,39293,valencia
10484,39.4767107328339,-0.38677422019316987,26515,valencia
10485,39.49134043051748,-0.36398710250843985,41506,valencia
10486,39.47211425277395,-0.3655200253591959,11161,valencia
10487,39.4647510401546,-0.38643220304939396,54951,valencia
10488,39.465794607234244,-0.35270114277305276,27835,valencia
10489,39.461782501505915,-0.35993124052976133,87525,valencia
10490,39.496649263539,-0.3900686967850267,50249,valencia
10491,39.48993563119014,-0.37517245621569967,8176,valencia
10492,39.46717291389021,-0.39538522159618106,23123,valencia
10493,39.47249169375938,-0.3737524811047428,45118,valencia
10494,39.455055499918835,-0.37152942784098314,70720,valencia
10495,39.479468982223175,-0.39093322405905084,774993,valencia
10496,39.48644532375655,-0.3962711045459729,72307,valencia
10497,39.46139763974747,-0.3909960037706422,7913,valencia
10498,39.47210076675752,-0.37560975419452336,92051,valencia
10499,39.48374238005227,-0.39720332796361174,57005,valencia
10500,39.4721321756964,-0.39129818351137263,13091,valencia
10501,39.477527272040746,-0.39029450194906073,69671,valencia
