n_policy,lat,lon,insured_sum,zone
10157,40.429067946363666,-3.6792261535497186,8176,madrid
10158,40.44850099945442,-3.6893237050165784,23123,madrid
10159,40.44234144007451,-3.6819999123825125,45118,madrid
10160,40.411992387957376,-3.6986167450151517,70720,madrid
10161,40.42468848571344,-3.7150279718542207,55639,madrid
10162,40.43099778591907,-3.714248249397488,72307,madrid
10163,40.44144904497751,-3.7013296434131404,7913,madrid
10164,40.4078395697323,-3.7103076116245246,92051,madrid
10165,40.400928810108866,-3.678962675068853,57005,madrid
10166,40.40350110718596,-3.690018199578814,13091,madrid
10167,40.42431725554685,-3.685557737049067,69671,madrid
10168,40.43031647308267,-3.6954445019347855,20591,madrid
10169,40.428442571854326,-3.7155913159378913,65848,madrid
10170,40.41586812046611,-3.708246118165692,18769,madrid
10171,40.449430807720624,-3.696919895955419,24900,madrid
10172,40.42898726096229,-3.710070424847304,8375,madrid
10173,40.41900705863118,-3.7187261882110594,12921,madrid
10174,40.427547410955896,-3.6835301150871924,57735,madrid
10175,40.43726672154533,-3.683754162639044,12554,madrid
10176,40.43346164467266,-3.703480412681915,2183212,madrid
10177,40.41324597788314,-3.677825293696817,17682,madrid
10178,40.40331674172142,-3.6985778762024464,50700,madrid
10179,40.41850420989571,-3.676765692761823,67070,madrid
10180,40.43148587535108,-3.6871467287688557,1866586,madrid
10181,40.41050870049574,-3.6909482171290957,43079,madrid
10182,40.437637777686945,-3.7099636255982458,68473,madrid
10183,40.403326824067705,-3.69352266947608,36885,madrid
10184,40.41301575492893,-3.6752783790786214,2203931,madrid
10185,40.44023772818717,-3.7047503012082394,17804,madrid
10186,40.409671714131164,-3.676452719541947,98010,madrid
10187,40.431973044044,-3.6745627363570805,53200,madrid
10188,40.42623351545619,-3.703507771865906,78139,madrid
10189,40.44624039851997,-3.6858462816831716,49986,madrid
10190,40.41316483852435,-3.6750389525217013,7502,madrid
10191,40.4032980545342,-3.716215155912085,4256,madrid
10192,40.43675329816443,-3.6760706068397613,28016,madrid
10193,40.43860890147717,-3.710458031836576,29028,madrid
10194,40.445390792625176,-3.6775115544991035,1718,madrid
10195,40.44659860345985,-3.68664406056504,1578358,madrid
10196,40.40069757864878,-3.7027830402274975,69659,madrid
10197,40.41171810430607,-3.7124312215003603,15451,madrid
10198,40.43083891785008,-3.6882314519255774,9091,madrid
10199,40.44745081603438,-3.677610597814263,85163,madrid
10200,40.44750880596236,-3.6789075312617996,24631,madrid
10201,40.42783265940976,-3.688588020143467,87914,madrid
10202,40.445780317488314,-3.6721849245122384,16638,madrid
10203,40.43207831044732,-3.6905038436462116,21741,madrid
10204,40.41950038570706,-3.710108360767604,73837,madrid
10205,40.42429953335485,-3.6985334638691754,81229,madrid
10206,40.430215524146,-3.703162700064942,88389,madrid
10207,40.42747739607543,-3.670402749404636,72820,madrid
10208,40.44630907133533,-3.7009881751941367,999848,madrid
10209,40.44593667178168,-3.670364956316759,34158,madrid
10210,40.41974378064618,-3.6940597874633294,41561,madrid
10211,40.44816312642204,-3.711386014926144,44052,madrid
10212,40.40869778333402,-3.716271296437426,7661,madrid
10213,40.406316475971984,-3.7014847153113055,51064,madrid
10214,40.40675395790234,-3.7138290570092636,4781,madrid
10215,40.42528310828384,-3.688274064185408,58140,madrid
10216,40.401076240263706,-3.6993040077135295,91942,madrid
10217,40.44739851056089,-3.6704542183737274,2363,madrid
10218,40.44135577355854,-3.673502218817334,48717,madrid
10219,40.4007509490371,-3.7125381983845127,22629,madrid
10220,40.40880981277875,-3.70025588687316,24076,madrid
10221,40.41660317871834,-3.6969210144518807,51831,madrid
10222,40.406549842240544,-3.6919525622439027,62714,madrid
10223,40.44047453460633,-3.6809818238355367,32325,madrid
10224,40.41723683263417,-3.695640304546329,90358,madrid
10225,40.44700537411667,-3.699000322399488,21544,madrid
10226,40.42910070899735,-3.706900014764033,608988,madrid
10227,40.443941599220594,-3.674459693045662,89151,madrid
10228,40.44223672226961,-3.71888642442336,33545,madrid
10229,40.44526961593544,-3.6789439050890516,2056116,madrid
10230,40.42299401329084,-3.7105765800166792,33864,madrid
10231,40.42731734080102,-3.6857121550413727,79321,madrid
10232,40.43993017955761,-3.702239530533018,1095941,madrid
10233,40.41428594258671,-3.6712893686052452,48183,madrid
10234,40.424512676130995,-3.7138613935275293,31701,madrid
10235,40.4299555153823,-3.7106215053691383,32644,madrid
10236,40.40077666377754,-3.6755278762267762,1943927,madrid
10237,40.42967407040983,-3.6908296842695885,34626,madrid
10238,40.42168381744948,-3.704537680767061,59576,madrid
10239,40.44036802644425,-3.719961780726091,40334,madrid
10240,40.41576224015477,-3.7086201130838874,1552544,madrid
10241,40.44464443542626,-3.7127298182914386,3301,madrid
10242,40.42889286076423,-3.709828308781496,63342,madrid
10243,40.40920051008137,-3.6751838721597996,1272115,madrid
10244,40.439396461691274,-3.676345281086518,66429,madrid
10245,40.430601558852246,-3.6849855281183275,69949,madrid
10246,40.402695463603685,-3.6964751161923894,690889,madrid
10247,40.421009684000055,-3.6786431998833855,54924,madrid
10248,40.43395344182827,-3.6952086801457393,93223,madrid
10249,40.445930088898876,-3.7018255658357546,69712,madrid
10250,40.400020101244564,-3.706219844861957,87739,madrid
10251,40.44883795745156,-3.6737629593230814,45548,madrid
10252,40.41882901573729,-3.7006505382871855,70430,madrid
10253,40.44868917691792,-3.695355956328434,1182793,madrid
10254,40.4302358050487,-3.707278094884279,72586,madrid
10255,40.44144229039904,-3.675751674058097,3682,madrid
10256,40.42873557523541,-3.7008368271597356,80820,madrid
10257,40.431403809915366,-3.7051212642343065,84451,madrid
10258,40.41427881408478,-3.6841202518902625,58087,madrid
10259,40.42934166703281,-3.7104565028413847,32695,madrid
10260,40.43750108818514,-3.714090368532648,80911,madrid
10261,40.442915691821455,-3.6781501108893244,1190,madrid
10262,40.43775410942339,-3.6827932039315234,30781,madrid
10263,40.43490286242237,-3.690473972617644,60137,madrid
10264,40.44322397150273,-3.7078554212517565,42907,madrid
10265,40.41613404984184,-3.6888376427406206,90756,madrid
10266,40.43353943953938,-3.6880822339629415,54015,madrid
10267,40.42254369682067,-3.703621527794384,6796,madrid
10268,40.419105137601576,-3.716625532846623,51165,madrid
10269,40.42054056749611,-3.6759730701217834,1092,madrid
10270,40.42007397917348,-3.697002163446287,15579,madrid
10271,40.415869197297916,-3.6818063640966785,8078,madrid
10272,40.431095968396015,-3.7073055689528633,53810,madrid
10273,40.42151236354106,-3.6904306408866243,93442,madrid
10274,40.44869010389637,-3.6985602419825603,12710,madrid
10275,40.43389004457172,-3.700894967872543,831206,madrid
10276,40.40992849442136,-3.7136643308076542,1870008,madrid
10277,40.421335050467405,-3.707786666839551,68515,madrid
10278,40.41716731198872,-3.716032920852084,1083499,madrid
10279,40.43988194019793,-3.704857084764121,90824,madrid
10280,40.443999914428176,-3.682914759988422,6247,madrid
10281,40.44519209779132,-3.6892492137514474,4541,madrid
10282,40.433135990618766,-3.6863794450533036,36788,madrid
10283,40.413510413101484,-3.7195808460237485,92006,madrid
10284,40.41261833507523,-3.686081151387434,52731,madrid
10285,40.44274489713487,-3.6948409654728556,92829,madrid
10286,40.42638573231544,-3.7084545774757913,79714,madrid
10287,40.44010805420023,-3.711255174550904,61424,madrid
10288,40.42862442585958,-3.7107508517224588,49041,madrid
10289,40.43665712626438,-3.677786999746245,90371,madrid
10290,40.4259505813732,-3.670870510534746,69412,madrid
10291,40.4385441955251,-3.6743130187579185,48248,madrid
10292,40.428442899535234,-3.7026315289813594,77036,madrid
10293,40.4232854939296,-3.6809887710154316,24884,madrid
10294,40.417134445397664,-3.6926772704649284,27486,madrid
10295,40.403410467420834,-3.6791778801222033,72869,madrid
10296,40.4188962089664,-3.6958136524405547,32742,madrid
10297,40.40398130388491,-3.6905024350850297,98683,madrid
10298,40.44914085568652,-3.680636827623787,98121,madrid
10299,40.409080642566536,-3.7149882678448436,56377,madrid
10300,40.44059293488603,-3.693149644157973,1239981,madrid
10301,40.443748082247794,-3.7017008326665173,42856,madrid
10302,40.434420662619296,-3.6897846578165563,60400,madrid
10303,40.42847472063727,-3.67205987421815,42866,madrid
10304,40.40804857184078,-3.700358852750152,45643,madrid
10305,40.42334400113817,-3.7003513501029195,87261,madrid
10306,40.41725860255776,-3.68046815032052,93846,madrid
10307,40.4112519978907,-3.687746080045729,24502,madrid
10308,40.42962559343829,-3.7003057996072313,3255,madrid
10309,40.4156134918851,-3.6855522475884874,14110,madrid
10310,40.44581527767342,-3.699799919547281,42777,madrid
10311,40.44548177624758,-3.713194342287594,75604,madrid
10312,40.41285591468911,-3.6974678365663936,60361,madrid
10313,40.405544565037204,-3.7032790303651364,97354,madrid
10314,40.40964813660096,-3.7091015534969416,64583,madrid
10315,40.42497920853395,-3.673711259918178,42373,madrid
10316,40.43642928339873,-3.685518030046022,17546,madrid
10317,40.41040972192044,-3.690058955468829,71582,madrid
10318,40.41240167791886,-3.6826671263938495,99934,madrid
10319,40.44258359374682,-3.692901446911428,49827,madrid
10320,40.42079243591338,-3.684973346369025,28491,madrid
10321,40.430834253357766,-3.6734720090375075,60661,madrid
10322,40.41168330696196,-3.6768691652747387,47970,madrid
10323,40.40509836297129,-3.711627907124674,1432608,madrid
10324,40.425792850848424,-3.7068430488038064,11031,madrid
10325,40.42385704935249,-3.71641948602791,21307,madrid
10326,40.40763358220466,-3.6710663597420825,12245,madrid
10327,40.43109031158702,-3.708180795066981,29858,madrid
10328,40.4272005059407,-3.6869700822035703,79252,madrid
10329,40.432706867348536,-3.715518465053627,22244,madrid
10330,40.407227277006236,-3.709461452895649,73130,madrid
10331,40.43757639085676,-3.69485878082408,50567,madrid
10332,40.411102456989994,-3.7147523165835037,4619,madrid
10333,40.4259675912183,-3.7005563298652637,44314,madrid
10334,40.439264801411085,-3.693100613993016,59620,madrid
10335,40.40111652139959,-3.7030397907557453,70210,madrid
10336,40.41621812298631,-3.6922049894436713,86723,madrid
10337,40.443646118820006,-3.6931615839028766,37094,madrid
10338,40.442235480380106,-3.7004694750631546,1170,madrid
10339,40.42692202962973,-3.685186495844945,34067,madrid
10340,40.44333041370833,-3.686075877300104,25227,madrid
10341,40.44749029956768,-3.6856348425312806,42514,madrid
10342,40.44132034988147,-3.691925437060031,2472,madrid
10343,40.44270577219183,-3.7020960042993534,5485,madrid
10344,40.40493717009102,-3.6893443832316493,30322,madrid
10345,40.43256521661705,-3.67321318666959,23027,madrid
10346,40.435175849407635,-3.690155573752701,95558,madrid
10347,40.43051204063233,-3.671020491282029,1722,madrid
10348,40.4399807630868,-3.6979496689795566,63335,madrid
10349,40.40172856099358,-3.6830194018746227,50058,madrid
10350,40.43851193672775,-3.71811980606752,14198,madrid
10351,40.436586430036975,-3.681763668049976,22998,madrid
10352,40.412984919664915,-3.6940859209836594,1135903,madrid
10353,40.41285346494111,-3.719734173351945,19412,madrid
10354,40.431615165871506,-3.7061399947608704,86987,madrid
10355,40.41726487307955,-3.6932583883740095,19670,madrid
10356,40.439829433900364,-3.6816018560859343,58967,madrid
10357,40.42230731160017,-3.717345370227374,99451,madrid
10358,40.43913747073921,-3.692547327807474,64808,madrid
10359,40.4495235891812,-3.6799502722100823,74566,madrid
10360,40.415012416976694,-3.687520847256076,41164,madrid
10361,40.407150291412904,-3.6734276492503546,46451,madrid
10362,40.44506542181747,-3.7162634277492623,47869,madrid
10363,40.42707796894437,-3.7061596768699707,55549,madrid
10364,40.44873701854276,-3.674038124787191,35843,madrid
10365,40.431830220000094,-3.681749742585093,44388,madrid
10366,40.44969565123053,-3.6900129827763952,55227,madrid
10367,40.42730354020715,-3.6783515928081463,86705,madrid
10368,40.42632129669528,-3.67519782542125,2007994,madrid
10369,40.406771395153605,-3.6713639823573585,71568,madrid
10370,40.417785258549195,-3.6700739746455096,1695390,madrid
10371,40.401310928364815,-3.713017533315795,15090,madrid
10372,40.40801975897598,-3.716472897762815,32153,madrid
10373,40.43728185963538,-3.716326667281994,83116,madrid
10374,40.40151998449644,-3.7192628104550027,93902,madrid
10375,40.41832715486219,-3.671408996351104,40181,madrid
10376,40.4431173126419,-3.7152616541771386,27398,madrid
10377,40.43463388587537,-3.6779131586907075,32186,madrid
10378,40.43454710710331,-3.6857413501546152,608306,madrid
10379,40.409431840047766,-3.6956221416258543,69823,madrid
10380,40.42209521403742,-3.702665255932071,2487448,madrid
10381,40.42907887036721,-3.70231761064665,41154,madrid
10382,40.44948758538319,-3.7073080558826406,35128,madrid
10383,40.41019531126165,-3.6744491013150684,59513,madrid
10384,40.41238664508812,-3.6837178727252566,80231,madrid
10385,40.41310865418865,-3.7187037103607867,59277,madrid
10386,40.4375086206649,-3.6969239373376444,75297,madrid
10387,40.422848766371786,-3.7059349363731595,18022,madrid
10388,40.402846471920554,-3.7185516906911054,23045,madrid
10389,40.42542581203051,-3.675765905284535,18071,madrid
10390,40.410598008232185,-3.6814497321022657,44192,madrid
10391,40.43993021223801,-3.703513246037787,63456,madrid
10392,40.414866569075365,-3.6801720706231644,69886,madrid
10393,40.40138030059772,-3.7037680838898503,64339,madrid
10394,40.42967162247323,-3.7046058778091178,7038,madrid
10395,40.44219202144656,-3.6735945460749635,38760,madrid
10396,40.41905080620311,-3.6711541919027075,32556,madrid
10397,40.43749291553631,-3.6938222347641556,79259,madrid
10398,40.42555707391486,-3.6724032416216037,8859,madrid
10399,40.42704759024811,-3.6756001753036767,67711,madrid
10400,40.44797171605309,-3.69409837192028,58535,madrid
10401,40.440198044574934,-3.701362559895126,4996,madrid
10402,40.401616153331176,-3.6844822710840197,85944,madrid
10403,40.43546936256157,-3.697217828767897,16855,madrid
10404,40.423250074078176,-3.6897393552438396,86833,madrid
10405,40.447377447069755,-3.670479690155503,42970,madrid
10406,40.41107163671617,-3.6813041875021764,21910,madrid
10407,40.413353600984216,-3.7032861797503087,63654,madrid
10408,40.40407369824386,-3.715550088958881,60626,madrid
10409,40.42143094143319,-3.71075472048608,4699,madrid
10410,40.40545093820095,-3.6936574062054084,61917,madrid
10411,40.431689338030594,-3.699144879094657,1855420,madrid
10412,40.44014816186869,-3.679967017093538,1993835,madrid
10413,40.43484002480601,-3.673339883090666,40478,madrid
10414,40.43831056905379,-3.7111067626024328,92696,madrid
10415,40.41712270599218,-3.6769966614561893,22811,madrid
10416,40.44229257415139,-3.6721302536836666,51739,madrid
10417,40.42143843874997,-3.672026469657511,22116,madrid
10418,40.44120049352062,-3.718106870613979,56487,madrid
10419,40.43132480793122,-3.7171208247195917,93659,madrid
10420,40.40717115243351,-3.7197101303541156,87396,madrid
10421,40.403919344992744,-3.704365942192226,71005,madrid
10422,40.40091663214565,-3.717215079364395,5343,madrid
10423,40.40333624988197,-3.705306875726473,97181,madrid
10424,40.42292919068542,-3.702199175698441,70495,madrid
10425,40.40566709613838,-3.6723161490763037,49628,madrid
10426,40.40138916744243,-3.696152453875661,41625,madrid
10427,40.43774307406952,-3.706088077878934,25720,madrid
10428,40.41974252402303,-3.6948497402474523,72739,madrid
10429,40.43734692478038,-3.6878321037675432,12095,madrid
10430,40.42262024133732,-3.7144377163716285,85505,madrid
10431,40.42250433735004,-3.6820969170933444,1515149,madrid
10432,40.42390362533589,-3.677402711435635,24294,madrid
10433,40.42370019632811,-3.6777875070215287,52783,madrid
10434,40.44015816710571,-3.6754746583793954,15117,madrid
10435,40.42011962599289,-3.700907880162212,10225,madrid
10436,40.445234308017184,-3.697809740081674,50418,madrid
10437,40.4018530523977,-3.7149209262026917,15803,madrid
10438,40.438693717136026,-3.7087096538784383,62068,madrid
10439,40.406282069056886,-3.6714339765363393,19015,madrid
10440,40.4309256783456,-3.7057688015515633,36332,madrid
10441,40.40051821306676,-3.67463019288795,33704,madrid
10442,40.42693136412882,-3.6754723856810845,2503,madrid
10443,40.400150897830976,-3.6738747751369805,35506,madrid
10444,40.44755968927451,-3.7121925217779603,41014,madrid
10445,40.44527010168514,-3.676013892824931,56679,madrid
10446,40.43979834709712,-3.688400252476843,26960,madrid
10447,40.44576371599574,-3.70946859107906,1719247,madrid
10448,40.40727791155792,-3.702744204260996,14381,madrid
10449,40.40788650349353,-3.712004060570536,84825,madrid
10450,40.40938158364512,-3.6977825921276937,88515,madrid
10451,40.431124795115,-3.715811252307727,48109,madrid
10452,40.445290474800416,-3.711734075475988,97969,madrid
10453,40.44949775891796,-3.7101401826766667,77296,madrid
10454,40.435556122938294,-3.685448632922165,22618,madrid
10455,40.43659002045712,-3.6913098565417326,41718,madrid
10456,40.445464660227216,-3.6763338432981634,2255478,madrid
10457,40.420043686618556,-3.7077682967140397,76611,madrid
10458,40.41249253401125,-3.6885196021640545,69521,madrid
10459,40.408671508539356,-3.7182784367346455,17639,madrid
10460,40.40597285251668,-3.6941900769461467,60997,madrid
10461,40.440630529401645,-3.6768386759143077,32279,madrid
10462,40.40733961867086,-3.670793672805754,99377,madrid
10463,40.413214874136344,-3.719506351232054,64730,madrid
10464,40.44095445893168,-3.7073579258961593,2889,madrid
10465,40.41552936258971,-3.708807516483624,49465,madrid
10466,40.44912087246465,-3.717623120288612,2046013,madrid
10467,40.41333193510758,-3.7194913771869116,54998,madrid
10468,40.42668266724856,-3.6954902343877887,1232008,madrid
10469,40.41572335055929,-3.7177258927164853,96586,madrid
10470,40.44553864155869,-3.706083593457655,28324,madrid
10471,40.41832783219256,-3.6880012715445543,31430,madrid
10472,40.42167961636366,-3.7052653979219548,48593,madrid
10473,40.42561463461392,-3.7065172649420477,68979,madrid
10474,40.446944323868486,-3.6904726738878217,37568,madrid
10475,40.40154745031356,-3.700973296139518,36599,madrid
10476,40.43584393318159,-3.68487384830193,69947,madrid
10477,40.44455094771462,-3.695193802437507,43587,madrid
10478,40.40136436117587,-3.6883395367096763,51201,madrid
10479,40.42610256236263,-3.7023302826499185,1341227,madrid
10480,40.4162994905885,-3.7056478026922246,85680,madrid
10481,40.44297446604328,-3.713339644312445,64780,madrid
10482,40.427925827546126,-3.6731459807600517,22344,madrid
10483,40.43451139340814,-3.6797582076992104,28611,madrid
10484,40.422642674997576,-3.673098572842182,59244,madrid
10485,40.43141545187607,-3.71073097376761,34548,madrid
10486,40.41450484258437,-3.673342211858839,10239,madrid
10487,40.400467428898324,-3.6732123396153935,81253,madrid
10488,40.428837796749356,-3.7058227743198175,98925,madrid
10489,40.41557221070662,-3.706268287578807,60609,madrid
10490,40.425863379925055,-3.6924284213163316,26434,madrid
10491,40.4458202926527,-3.7107355380315727,21630,madrid
10492,40.42132373942507,-3.6978949444686617,88795,madrid
10493,40.41236980183012,-3.710734117703116,36355,madrid
10494,40.41856468806395,-3.672631204102302,5902,madrid
10495,40.446593055831826,-3.6953087671254456,66560,madrid
10496,40.44684341906546,-3.6718041116288003,12314,madrid
10497,40.44221649742829,-3.6877529163743894,4068,madrid
10498,40.446010325715285,-3.6957842113483808,40772,madrid
10499,40.411395014497565,-3.67161523770194,10119,madrid
10500,40.404374110477676,-3.712840510914562,53977,madrid
10501,40.41136548681423,-3.688383506266675,52424,madrid
10502,40.4157188308057,-3.68690558160816,21647,madrid
10503,40.40873829381781,-3.6983080086423636,55571,madrid
10504,40.430354708098626,-3.7170321387330523,84679,madrid
